Nome,Sobrenome,Data de Nascimento,Idade,Gênero,Curso,Tipo de Logradouro,Logradouro,Número,Cidade,RA,Nota Final,Valor Mensalidade
Claudia,Araújo,11/01/1990,34,Feminino,Análise e Desenvolvimento de Sistemas,Avenida,Lagoa Machado,626,Guarulhos,25486458,6,3200
Rafael,Silveira,10/06/1980,44,Masculino,Ciência da Computação,Rua,Favela Cavalcanti,3,São Paulo,38383893,2,2200
Pedro,da Luz,16/03/1999,25,Masculino,Publicidade e Propaganda,Alameda,Trecho Sampaio,18,Ribeirão Preto,95013257,0,4000
Lucas,Fernandes,27/12/1989,34,Masculino,Relações Públicas,Viela,Fazenda Cardoso,47,São Paulo,16990197,10,2000
Mateus,Cavalcanti,09/05/1966,58,Masculino,Ciências Contábeis,Rua,Pátio de Cunha,38,Santo André,10551435,0,3300
Fernanda,Campos,10/03/1986,38,Feminino,Ciência da Computação,Alameda,Viela de Nascimento,98,São Paulo,31916965,1,2800
Fernanda,da Luz,13/08/2000,23,Feminino,Ciências Contábeis,Rua,Trevo Andrade,848,Campinas,26032177,8,2900
Fernanda,Vieira,18/11/1984,39,Feminino,Relações Públicas,Rua,Quadra Léo Borges,3,Mauá,56728674,2,2300
Beatriz,Macedo,30/09/1976,47,Feminino,Análise e Desenvolvimento de Sistemas,Rua,Lagoa Marina Silveira,226,Campinas,04480572,0,3700
Daniel,Dias,24/07/1987,37,Masculino,Administração,Rua,Praia de Ribeiro,34,Sorocaba,43187174,7,2500
Carlos,Dias,29/11/2002,21,Masculino,Publicidade e Propaganda,Avenida,Distrito Pacheco,6,Ribeirão Preto,99352968,2,2700
Claudia,Albuquerque,03/10/1963,60,Feminino,Ciências Contábeis,Rua,Largo de da Luz,55,São Bernardo do Campo,68087562,7,3800
Pedro,Teixeira,20/01/1965,59,Masculino,Publicidade e Propaganda,Rua,Aeroporto de Cavalcanti,9,Ribeirão Preto,40361649,2,3600
Fernanda,Porto,15/10/1969,54,Feminino,Relações Públicas,Estrada,Jardim Albuquerque,48,Campinas,81187011,1,3700
Carlos,Gomes,26/10/1970,53,Masculino,Ciência da Computação,Alameda,Praia Melissa Vieira,69,Mauá,94774777,2,4000
Luciana,Andrade,14/12/1966,57,Feminino,Ciência da Computação,Alameda,Travessa de Camargo,2,Santo André,30310982,7,3400
Lucas,Rios,07/08/1976,48,Masculino,Ciência de Dados e Inteligência Artificial,Rua,Setor Pietra Garcia,64,Guarulhos,87310829,1,2300
Mateus,Azevedo,21/12/1992,31,Masculino,Secretariado,Estrada,Trevo de Castro,74,Santo André,82113734,9,4000
Mateus,Guerra,19/03/1975,49,Masculino,Secretariado,Alameda,Chácara Peixoto,986,Ribeirão Preto,28421293,4,3800
Ana,Correia,23/06/1991,33,Feminino,Análise e Desenvolvimento de Sistemas,Estrada,Fazenda Maria Liz Câmara,78,São Bernardo do Campo,56402236,4,2800
Juliana,Carvalho,23/06/1998,26,Feminino,Ciências Econômicas,Viela,Travessa de Pimenta,27,Ribeirão Preto,15049864,0,2400
Pedro,Siqueira,29/08/1973,50,Masculino,Secretariado,Rua,Vereda de Lima,75,Campinas,76465260,0,3300
Patrícia,Garcia,31/08/1989,34,Feminino,Ciências Contábeis,Estrada,Estação Vasconcelos,5,Mauá,09976257,0,3200
Fernanda,Pastor,10/07/1972,52,Feminino,Ciência de Dados e Inteligência Artificial,Viela,Travessa João Lucas Ferreira,39,São Paulo,00433688,8,2100
Juliana,Pacheco,27/12/1971,52,Feminino,Ciências Contábeis,Estrada,Loteamento de Machado,19,São Paulo,46537368,7,2300
Ana,Vasconcelos,18/01/1992,32,Feminino,Secretariado,Avenida,Alameda Pastor,88,Campinas,46831060,8,3500
Daniel,Andrade,14/09/1987,36,Masculino,Ciência da Computação,Alameda,Distrito de Fonseca,273,Osasco,17848392,2,2700
Beatriz,Pastor,19/12/1973,50,Feminino,Ciências Contábeis,Alameda,Vila Sales,86,Osasco,53036960,1,3200
Juliana,Novais,13/02/1987,37,Feminino,Relações Públicas,Viela,Vereda de Melo,153,Campinas,83407720,2,2100
Felipe,Lopes,27/01/1981,43,Masculino,Relações Internacionais,Avenida,Conjunto Theodoro Rocha,442,Santo André,06085472,8,2100
Rafael,da Mota,11/05/1967,57,Masculino,Administração,Viela,Rua Correia,72,Osasco,10032909,0,3200
Patrícia,Peixoto,06/06/2001,23,Feminino,Ciências Econômicas,Viela,Quadra de Abreu,77,Sorocaba,28063395,10,3000
Daniel,Monteiro,01/05/1965,59,Masculino,Ciência de Dados e Inteligência Artificial,Alameda,Núcleo de Nogueira,93,São Paulo,63299748,6,2300
Fernanda,Freitas,22/08/1990,33,Feminino,Relações Internacionais,Viela,Ladeira Pedro Henrique Macedo,7,Mauá,85241249,1,2300
Fernanda,Leão,18/10/1979,44,Feminino,Ciência da Computação,Alameda,Setor de Peixoto,198,São Paulo,90004054,0,2700
Patrícia,Moura,02/07/2005,19,Feminino,Administração,Viela,Setor Ana Carolina Sousa,78,Sorocaba,47002752,5,3100
Camila,Mendes,16/11/1983,40,Feminino,Ciência de Dados e Inteligência Artificial,Rua,Chácara Moraes,80,São Bernardo do Campo,69248655,5,2400
Rafael,Novaes,15/05/1980,44,Masculino,Relações Internacionais,Estrada,Travessa de Sousa,53,Osasco,02261373,4,2800
Mateus,Sá,28/11/1985,38,Masculino,Relações Internacionais,Viela,Trevo Ana Julia Almeida,64,Santo André,51462009,7,3400
José,Rodrigues,03/05/2001,23,Masculino,Ciência de Dados e Inteligência Artificial,Rua,Recanto de Pires,29,São José dos Campos,99453696,8,3500
Daniel,Alves,29/01/1971,53,Masculino,Publicidade e Propaganda,Rua,Avenida de Ferreira,8,Campinas,00849654,1,2500
Fernanda,da Costa,16/07/1987,37,Feminino,Ciências Econômicas,Estrada,Colônia Lopes,25,Mauá,31636612,1,2200
Daniel,Moraes,22/11/1999,24,Masculino,Ciências Econômicas,Avenida,Largo Dante Fonseca,44,São José dos Campos,94819451,0,3500
Beatriz,Viana,15/06/1968,56,Feminino,Relações Internacionais,Alameda,Trecho Benicio Abreu,26,São Paulo,71168380,3,3100
Carlos,Porto,31/08/1994,29,Masculino,Secretariado,Estrada,Área Viana,925,São Paulo,92247057,5,3400
Camila,Vieira,11/01/1997,27,Feminino,Análise e Desenvolvimento de Sistemas,Alameda,Morro de Teixeira,468,Sorocaba,65183482,4,2100
Luciana,Mendonça,16/05/1988,36,Feminino,Ciências Contábeis,Rua,Via Gustavo Fogaça,656,Guarulhos,39908190,3,2300
Gabriel,Silva,18/05/1964,60,Masculino,Relações Internacionais,Estrada,Loteamento Moura,830,Sorocaba,69217205,7,4000
Juliana,da Cruz,16/07/1966,58,Feminino,Relações Públicas,Viela,Avenida de Silveira,801,Osasco,64738075,2,2300
José,da Rocha,13/11/1984,39,Masculino,Relações Internacionais,Viela,Avenida Fogaça,8,Sorocaba,03164208,4,3900
Camila,Campos,03/05/2005,19,Feminino,Publicidade e Propaganda,Rua,Loteamento Nunes,881,São José dos Campos,55709884,2,2100
Rafael,da Mota,04/06/1970,54,Masculino,Ciência da Computação,Avenida,Estrada de Almeida,277,Sorocaba,25310930,10,3900
Maria,Mendonça,30/10/2000,23,Feminino,Análise e Desenvolvimento de Sistemas,Alameda,Setor Rios,8,Mauá,93441823,6,3200
Patrícia,Leão,02/12/1997,26,Feminino,Relações Internacionais,Rua,Colônia Azevedo,644,São Bernardo do Campo,15376297,2,3800
João,Freitas,19/10/2001,22,Masculino,Análise e Desenvolvimento de Sistemas,Avenida,Praia de Rodrigues,64,Santo André,01490764,10,3300
Felipe,Gomes,25/04/1967,57,Masculino,Ciência da Computação,Avenida,Trecho de Novaes,9,Ribeirão Preto,43044880,4,3600
Pedro,Rios,20/01/1997,27,Masculino,Ciências Contábeis,Estrada,Avenida Duarte,2,Sorocaba,31742095,5,2800
Pedro,Mendes,06/10/1971,52,Masculino,Publicidade e Propaganda,Rua,Largo Aragão,91,São Bernardo do Campo,59055884,9,2800
Beatriz,Freitas,27/06/1966,58,Feminino,Secretariado,Viela,Estrada de Santos,77,São Bernardo do Campo,86443790,5,3100
Daniel,Oliveira,01/05/1977,47,Masculino,Ciências Econômicas,Estrada,Via de Rios,85,Santo André,73863144,0,3800
Mateus,da Rosa,17/07/1965,59,Masculino,Relações Públicas,Rua,Praia Maria Fernanda Moreira,6,Ribeirão Preto,90291801,0,3300
João,Costa,21/12/1994,29,Masculino,Ciência da Computação,Viela,Trevo Sousa,71,Mauá,16160500,8,2200
Rafael,Cirino,25/03/1995,29,Masculino,Análise e Desenvolvimento de Sistemas,Avenida,Parque de Cunha,2,São Paulo,74731303,8,2900
Ana,Pinto,03/07/1964,60,Feminino,Publicidade e Propaganda,Viela,Setor de Moraes,46,Guarulhos,52701780,10,3300
José,Freitas,12/07/2005,19,Masculino,Ciências Contábeis,Alameda,Setor de Carvalho,789,Guarulhos,13619194,3,3900
Claudia,Sousa,21/03/2002,22,Feminino,Ciência de Dados e Inteligência Artificial,Estrada,Recanto Nunes,7,São Bernardo do Campo,08255965,1,3800
Lucas,Albuquerque,17/04/1995,29,Masculino,Administração,Estrada,Pátio de Mendonça,952,Sorocaba,76010071,3,3700
Fernanda,Rocha,09/09/1968,55,Feminino,Relações Públicas,Viela,Ladeira de Abreu,33,São José dos Campos,55119314,0,3700
Gabriel,Nascimento,09/06/1985,39,Masculino,Ciência da Computação,Avenida,Parque de Borges,867,São Bernardo do Campo,93095990,4,2500
João,das Neves,17/12/2004,19,Masculino,Ciência de Dados e Inteligência Artificial,Viela,Via Nascimento,66,São José dos Campos,86782990,6,3600
Carlos,Vargas,02/11/1996,27,Masculino,Ciência da Computação,Alameda,Feira de Fogaça,3,Guarulhos,76094261,1,2800
João,Martins,10/12/1963,60,Masculino,Administração,Rua,Largo de Abreu,35,São Paulo,66332056,9,2800
Ana,Martins,03/09/1996,27,Feminino,Ciências Contábeis,Avenida,Loteamento Lara da Cunha,7,Guarulhos,89137752,8,3200
Juliana,Fonseca,07/09/1998,25,Feminino,Administração,Viela,Jardim Benjamim Fogaça,8,Santo André,33299551,7,2400
Mateus,Vasconcelos,07/05/1998,26,Masculino,Ciências Econômicas,Avenida,Sítio Vargas,31,Santo André,62944004,8,3600
Fernanda,Machado,16/07/1978,46,Feminino,Ciência de Dados e Inteligência Artificial,Alameda,Viaduto Maria Clara Montenegro,81,Santo André,09488434,4,2000
Ana,Moreira,15/09/2003,20,Feminino,Relações Internacionais,Avenida,Travessa Sousa,73,São Paulo,81379010,5,3300
Pedro,Vasconcelos,11/12/1991,32,Masculino,Ciências Contábeis,Estrada,Lago Dom Machado,53,Osasco,51022320,2,4000
Camila,Jesus,29/06/1981,43,Feminino,Ciências Econômicas,Estrada,Conjunto de Pires,493,São Paulo,42665891,0,3000
Juliana,Alves,16/02/1982,42,Feminino,Ciências Econômicas,Alameda,Estrada de Ribeiro,633,Ribeirão Preto,36346269,8,3900
João,Rocha,16/11/1972,51,Masculino,Ciência da Computação,Estrada,Favela de Melo,164,São Paulo,04080377,10,2600
José,Siqueira,13/01/1967,57,Masculino,Secretariado,Viela,Alameda Cassiano,23,São Bernardo do Campo,05960884,3,3000
Vanessa,Pereira,20/11/1966,57,Feminino,Relações Públicas,Alameda,Via Moreira,6,Campinas,20013180,5,2900
João,Borges,20/04/2002,22,Masculino,Administração,Alameda,Parque Lavínia Souza,22,Sorocaba,28841705,2,3000
Claudia,Sousa,17/08/2004,19,Feminino,Secretariado,Avenida,Aeroporto Pereira,4,Mauá,68097906,4,3200
Rafael,Peixoto,25/12/1970,53,Masculino,Ciências Contábeis,Rua,Campo da Rocha,78,Guarulhos,82240183,10,2800
Juliana,da Rocha,10/05/1976,48,Feminino,Relações Internacionais,Avenida,Trevo Ravi Silva,83,São José dos Campos,90659056,9,3900
Patrícia,Oliveira,21/05/1976,48,Feminino,Ciência da Computação,Avenida,Núcleo Melo,73,Ribeirão Preto,18278754,1,2500
Beatriz,Vieira,01/02/1983,41,Feminino,Secretariado,Alameda,Ladeira de Moura,77,Ribeirão Preto,55938527,6,3700
Patrícia,Freitas,12/06/2005,19,Feminino,Administração,Estrada,Chácara de Azevedo,11,São José dos Campos,43500620,3,2400
Vanessa,Pimenta,18/10/1991,32,Feminino,Ciência da Computação,Avenida,Sítio Caroline Leão,204,Ribeirão Preto,49275391,7,2200
Luciana,Novaes,12/09/1986,37,Feminino,Secretariado,Alameda,Estação Pietro Gonçalves,995,Campinas,17047997,1,2700
Beatriz,da Luz,13/09/1970,53,Feminino,Relações Públicas,Avenida,Passarela Porto,36,São Paulo,97495024,6,3900
Maria,Martins,14/11/1967,56,Feminino,Relações Internacionais,Rua,Alameda Emilly Brito,87,Guarulhos,11368353,8,3000
Maria,Vasconcelos,12/04/1997,27,Feminino,Publicidade e Propaganda,Alameda,Setor Bella Lopes,2,Mauá,37174360,5,2800
Vanessa,Costa,16/11/1973,50,Feminino,Administração,Avenida,Residencial Vitor Hugo Novaes,32,Mauá,00721911,5,3400
Claudia,Machado,13/08/1972,52,Feminino,Ciências Contábeis,Rua,Fazenda Dias,69,Campinas,03317076,7,2500
Carlos,da Rosa,11/06/1980,44,Masculino,Relações Internacionais,Alameda,Residencial João Pedro Porto,10,Campinas,90627109,5,3500
Rafael,Siqueira,13/06/1990,34,Masculino,Análise e Desenvolvimento de Sistemas,Avenida,Distrito Vasconcelos,21,São Bernardo do Campo,95819828,10,2300
Maria,Carvalho,10/06/1988,36,Feminino,Publicidade e Propaganda,Rua,Aeroporto de Guerra,891,Ribeirão Preto,04771117,2,3200
Luciana,Camargo,15/10/1991,32,Feminino,Ciência da Computação,Avenida,Parque de da Rocha,27,São Paulo,83318280,2,2700
Beatriz,Pastor,17/09/1975,48,Feminino,Secretariado,Viela,Sítio Yasmin Nogueira,8,Ribeirão Preto,94434323,2,2400
Lucas,Barbosa,11/12/1965,58,Masculino,Relações Públicas,Estrada,Quadra Ramos,35,Sorocaba,36720744,2,3400
Camila,Garcia,06/12/2000,23,Feminino,Ciência de Dados e Inteligência Artificial,Estrada,Quadra de Santos,1,Sorocaba,63759813,9,3800
Carlos,Siqueira,15/02/1973,51,Masculino,Ciências Econômicas,Viela,Viaduto de Farias,44,Santo André,97903208,7,2700
Beatriz,Costela,24/11/1995,28,Feminino,Ciência de Dados e Inteligência Artificial,Alameda,Feira Ribeiro,90,São José dos Campos,24289200,8,3900
Vanessa,Borges,04/11/1993,30,Feminino,Relações Internacionais,Viela,Morro de Sousa,839,Santo André,15382388,2,3900
Rafael,Silva,13/01/2005,19,Masculino,Publicidade e Propaganda,Avenida,Viaduto Apollo Cirino,32,Guarulhos,19161294,2,3300
Lucas,Duarte,16/06/2004,20,Masculino,Ciência da Computação,Viela,Estrada de da Rocha,93,Osasco,13444519,4,3800
Ana,Rodrigues,05/10/1995,28,Feminino,Publicidade e Propaganda,Estrada,Ladeira Ramos,9,Ribeirão Preto,23096698,3,3000
Felipe,Lima,10/12/2001,22,Masculino,Relações Públicas,Viela,Passarela Dias,52,Ribeirão Preto,76830182,0,2900
Lucas,Moreira,16/12/1977,46,Masculino,Ciência da Computação,Avenida,Setor Viana,8,Osasco,27192836,6,3700
Maria,Pacheco,15/09/2004,19,Feminino,Relações Internacionais,Avenida,Pátio de Mendes,60,São José dos Campos,30077498,9,3700
Patrícia,Novaes,03/07/1995,29,Feminino,Análise e Desenvolvimento de Sistemas,Rua,Vale de Nunes,17,Mauá,54528714,9,2100
Rafael,Casa Grande,19/12/1977,46,Masculino,Ciências Contábeis,Alameda,Vale de Lopes,52,São Bernardo do Campo,97532979,0,3000
Luciana,Castro,20/09/2001,22,Feminino,Secretariado,Alameda,Passarela de Pastor,469,Campinas,37195260,0,3300
Lucas,Moraes,01/03/1981,43,Masculino,Relações Públicas,Alameda,Fazenda de Mendes,91,Sorocaba,98038775,0,2000
João,Moraes,23/04/1988,36,Masculino,Ciência da Computação,Avenida,Loteamento Pereira,586,Campinas,43052199,0,4000
Juliana,Rios,27/01/1966,58,Feminino,Relações Internacionais,Avenida,Vereda Pinto,9,Santo André,29272875,8,2200
Vanessa,Viana,09/04/1973,51,Feminino,Ciências Econômicas,Viela,Travessa Oliveira,601,Guarulhos,91839992,3,3100
Fernanda,Ramos,14/04/1987,37,Feminino,Relações Públicas,Rua,Vale Câmara,57,Guarulhos,23093090,5,2200
Pedro,Pinto,04/08/2004,20,Masculino,Ciência da Computação,Viela,Viela Felipe Siqueira,127,São Bernardo do Campo,95902219,7,3400
Pedro,Castro,03/06/1984,40,Masculino,Ciências Econômicas,Rua,Trevo Isaac Campos,60,Guarulhos,07774222,1,2700
Patrícia,Duarte,18/06/1973,51,Feminino,Ciências Econômicas,Alameda,Travessa de Costela,395,Mauá,93355001,4,2100
Claudia,Carvalho,01/09/1970,53,Feminino,Relações Públicas,Avenida,Morro Anna Liz Gonçalves,205,Osasco,94950415,5,2800
Gabriel,Cirino,18/06/1994,30,Masculino,Secretariado,Estrada,Favela de Aparecida,63,São Paulo,57681599,1,2400
Ana,Pacheco,17/02/1969,55,Feminino,Administração,Viela,Viela de Guerra,369,Osasco,64349507,7,3200
Fernanda,Sampaio,03/03/1969,55,Feminino,Relações Internacionais,Alameda,Quadra de Vargas,7,Mauá,57478890,2,4000
Claudia,Sá,14/10/2000,23,Feminino,Análise e Desenvolvimento de Sistemas,Rua,Vale Manuella Pinto,45,Sorocaba,83561344,8,3300
João,Guerra,08/07/1986,38,Masculino,Secretariado,Rua,Largo Valentina Alves,355,São Bernardo do Campo,17855643,8,3100
Rafael,Cavalcanti,29/10/1976,47,Masculino,Análise e Desenvolvimento de Sistemas,Alameda,Núcleo de Sá,58,Guarulhos,61428337,0,3900
Maria,Campos,07/06/1990,34,Feminino,Relações Públicas,Rua,Campo Oliveira,50,Santo André,57549698,10,3200
Lucas,Oliveira,02/05/1975,49,Masculino,Publicidade e Propaganda,Viela,Pátio de Fogaça,49,Mauá,16453762,2,2200
Claudia,Dias,20/09/1974,49,Feminino,Relações Públicas,Estrada,Ladeira Vinicius Novais,125,Mauá,84077075,0,2300
Fernanda,da Cunha,29/05/1991,33,Feminino,Ciências Contábeis,Estrada,Esplanada de Brito,843,Mauá,04182824,7,3000
Camila,Aragão,30/11/1989,34,Feminino,Publicidade e Propaganda,Estrada,Rua Erick da Luz,753,Campinas,11492912,10,2500
Camila,Gonçalves,19/10/2000,23,Feminino,Análise e Desenvolvimento de Sistemas,Viela,Passarela de Porto,43,Campinas,72484124,5,3000
Camila,Dias,07/06/1966,58,Feminino,Administração,Estrada,Recanto de Pereira,38,Osasco,73467461,7,2900
Patrícia,Guerra,23/05/1988,36,Feminino,Secretariado,Alameda,Aeroporto de Rios,40,Guarulhos,26298432,8,3100
João,Marques,04/07/2005,19,Masculino,Secretariado,Avenida,Fazenda Joana Borges,71,Campinas,06810689,7,2600
Ana,Barros,25/11/1983,40,Feminino,Administração,Alameda,Via Sofia Moura,34,São José dos Campos,52733345,6,2100
José,Azevedo,24/07/1997,27,Masculino,Ciências Contábeis,Avenida,Trevo Pires,27,Guarulhos,01112075,10,2000
Luciana,Mendonça,04/10/2002,21,Feminino,Relações Públicas,Rua,Lago Vieira,694,Guarulhos,64622079,8,3900
Luciana,da Mota,22/05/1966,58,Feminino,Ciências Econômicas,Viela,Loteamento Siqueira,16,Osasco,92444294,10,3000
Juliana,Andrade,19/06/1965,59,Feminino,Análise e Desenvolvimento de Sistemas,Estrada,Trevo Machado,84,Campinas,22831395,8,2600
Mateus,Montenegro,12/05/2002,22,Masculino,Relações Públicas,Viela,Morro Bryan Rezende,563,Osasco,38801063,6,2000
Camila,Montenegro,27/06/1974,50,Feminino,Relações Internacionais,Alameda,Fazenda de Gomes,5,Ribeirão Preto,90403747,8,3400
Patrícia,Rezende,21/05/1968,56,Feminino,Ciências Econômicas,Viela,Feira Sara da Mata,16,Guarulhos,64748067,6,3400
Rafael,Oliveira,17/01/1969,55,Masculino,Relações Públicas,Rua,Trevo Lima,39,Guarulhos,69971325,2,3900
João,Cardoso,26/01/1970,54,Masculino,Ciência da Computação,Avenida,Conjunto de Garcia,737,Guarulhos,91825258,4,3500
Mateus,Mendes,15/11/2005,18,Masculino,Relações Internacionais,Estrada,Praia Aurora Vieira,15,São Paulo,65167049,3,2700
Pedro,Nunes,26/05/1986,38,Masculino,Ciência da Computação,Viela,Lagoa da Mata,90,Sorocaba,53956904,3,3800
José,Moreira,10/04/1997,27,Masculino,Administração,Alameda,Chácara de Sales,53,Guarulhos,26762072,1,2800
Carlos,Fogaça,28/09/1980,43,Masculino,Relações Internacionais,Avenida,Via de Fonseca,35,Ribeirão Preto,85542422,2,2100
Carlos,Pimenta,16/04/2005,19,Masculino,Análise e Desenvolvimento de Sistemas,Alameda,Condomínio Jesus,87,Sorocaba,66657634,7,2500
Vanessa,Leão,11/06/1977,47,Feminino,Publicidade e Propaganda,Viela,Fazenda de Vieira,948,Guarulhos,91705781,9,3600
Felipe,Rocha,15/05/1997,27,Masculino,Publicidade e Propaganda,Estrada,Largo de Aparecida,7,Osasco,69660208,8,3300
Luciana,da Luz,15/07/1979,45,Feminino,Ciência de Dados e Inteligência Artificial,Avenida,Jardim de Araújo,79,São José dos Campos,41067614,9,2200
Patrícia,Martins,05/06/2005,19,Feminino,Ciências Contábeis,Alameda,Estação Freitas,29,São Bernardo do Campo,39985210,5,3300
José,Almeida,27/06/1994,30,Masculino,Relações Internacionais,Estrada,Passarela Raul Santos,6,Campinas,22132974,4,3000
Lucas,Carvalho,05/07/1974,50,Masculino,Secretariado,Viela,Viela Matheus Sales,77,Sorocaba,70412678,3,2100
Luciana,Nascimento,26/01/1974,50,Feminino,Relações Internacionais,Estrada,Travessa de Marques,91,Ribeirão Preto,25033656,2,3900
Fernanda,Fernandes,24/12/1985,38,Feminino,Ciência da Computação,Viela,Distrito Maria Fernanda Camargo,833,Guarulhos,85921577,1,3500
José,Pastor,08/04/1973,51,Masculino,Ciências Econômicas,Viela,Aeroporto Borges,97,São Paulo,32584802,1,2800
Luciana,Castro,30/08/2005,18,Feminino,Administração,Estrada,Vale Henry Gabriel Costela,26,Guarulhos,69964059,10,2300
Claudia,Duarte,08/11/2001,22,Feminino,Administração,Rua,Chácara Thiago Freitas,90,Osasco,24881485,9,4000
Mateus,Brito,16/12/1971,52,Masculino,Secretariado,Estrada,Lagoa de da Rocha,317,São Paulo,58032468,10,3200
Fernanda,Lopes,11/10/2000,23,Feminino,Ciência de Dados e Inteligência Artificial,Avenida,Núcleo de Novais,46,Ribeirão Preto,29896762,4,2200
Felipe,da Mota,04/01/1985,39,Masculino,Secretariado,Estrada,Alameda de Correia,244,São José dos Campos,47014544,5,3400
Camila,Moreira,23/10/1980,43,Feminino,Ciências Contábeis,Viela,Setor de Novaes,2,Osasco,01752236,3,2800
Carlos,Silva,11/09/1993,30,Masculino,Ciências Contábeis,Rua,Passarela Vasconcelos,105,São Bernardo do Campo,74774549,6,4000
Daniel,Gomes,13/07/1989,35,Masculino,Relações Internacionais,Rua,Vale Mendes,73,São Bernardo do Campo,58610526,5,3300
Felipe,Peixoto,20/10/1993,30,Masculino,Ciências Econômicas,Rua,Recanto de Macedo,63,Ribeirão Preto,62875076,0,3400
Luciana,Duarte,25/12/1976,47,Feminino,Análise e Desenvolvimento de Sistemas,Viela,Esplanada de Peixoto,43,Ribeirão Preto,20271296,2,3200
Maria,Correia,12/07/2002,22,Feminino,Ciência de Dados e Inteligência Artificial,Alameda,Trevo Rocha,15,Mauá,37637990,7,2000
Lucas,da Costa,13/03/1983,41,Masculino,Publicidade e Propaganda,Avenida,Vereda Maysa Pires,6,Ribeirão Preto,19044780,3,2900
Maria,Rios,19/06/1974,50,Feminino,Relações Públicas,Alameda,Vereda Nicole Silveira,37,Santo André,69510514,3,3700
Gabriel,Macedo,11/05/1968,56,Masculino,Ciências Econômicas,Rua,Feira Ester Vargas,16,Santo André,25342318,9,3300
Fernanda,da Mota,17/11/1970,53,Feminino,Análise e Desenvolvimento de Sistemas,Alameda,Rodovia Duarte,26,São Bernardo do Campo,82334672,4,2500
Lucas,Peixoto,26/05/1972,52,Masculino,Administração,Estrada,Quadra Olívia Andrade,731,Santo André,10393374,1,2900
José,Aragão,08/02/1976,48,Masculino,Ciências Contábeis,Rua,Conjunto de Vargas,123,São José dos Campos,88354542,6,3400
Claudia,Pacheco,29/11/2004,19,Feminino,Ciência da Computação,Avenida,Campo Mathias Sales,58,Osasco,68546564,10,2300
Felipe,Castro,07/07/1974,50,Masculino,Publicidade e Propaganda,Alameda,Residencial Yuri Ferreira,84,São Bernardo do Campo,80075071,3,3700
Felipe,Moreira,11/01/2004,20,Masculino,Relações Internacionais,Rua,Vereda Vieira,2,Campinas,18315282,1,2800
João,Garcia,18/04/1981,43,Masculino,Análise e Desenvolvimento de Sistemas,Rua,Parque de Pacheco,33,Osasco,20382099,1,2700
Juliana,Guerra,17/10/1996,27,Feminino,Relações Internacionais,Alameda,Praça Porto,326,São Paulo,36072172,6,3200
José,Andrade,07/12/1996,27,Masculino,Ciências Econômicas,Rua,Favela Hadassa Viana,7,Osasco,29829218,2,3600
Patrícia,Macedo,22/09/2003,20,Feminino,Relações Públicas,Viela,Fazenda de Azevedo,187,São Paulo,56466079,9,3400
Juliana,Pereira,30/10/1963,60,Feminino,Administração,Alameda,Largo Nathan Ribeiro,823,São Paulo,43607308,9,3400
Fernanda,Souza,28/09/1989,34,Feminino,Análise e Desenvolvimento de Sistemas,Viela,Trevo Gonçalves,8,São José dos Campos,67592679,4,2900
Pedro,Andrade,30/04/1977,47,Masculino,Ciências Contábeis,Alameda,Residencial Cavalcanti,28,São José dos Campos,43965525,9,2100
Carlos,da Luz,10/08/1974,50,Masculino,Análise e Desenvolvimento de Sistemas,Avenida,Alameda de Duarte,55,São Paulo,38128783,2,2600
Pedro,Cavalcanti,05/12/1983,40,Masculino,Ciências Econômicas,Viela,Praça da Rocha,440,Sorocaba,01190832,0,2100
Vanessa,Fogaça,17/02/2004,20,Feminino,Análise e Desenvolvimento de Sistemas,Avenida,Conjunto Julia Barbosa,7,São Paulo,94721581,3,2500
Juliana,Peixoto,03/03/1996,28,Feminino,Ciência de Dados e Inteligência Artificial,Alameda,Lagoa Fogaça,67,Campinas,68557580,4,2500
João,Monteiro,04/02/1992,32,Masculino,Análise e Desenvolvimento de Sistemas,Estrada,Lagoa Marcelo da Cunha,42,Ribeirão Preto,61301549,10,3600
José,Lopes,27/12/1971,52,Masculino,Análise e Desenvolvimento de Sistemas,Alameda,Condomínio Barbosa,12,Osasco,03009147,6,3500
Ana,Câmara,08/02/2001,23,Feminino,Ciências Econômicas,Rua,Estação Leão,14,Campinas,83379292,4,2700
Vanessa,Fonseca,13/03/1997,27,Feminino,Ciência da Computação,Estrada,Campo Juliana Silva,37,Campinas,66428905,4,3400
José,Pereira,04/07/1999,25,Masculino,Ciência de Dados e Inteligência Artificial,Viela,Vila da Rosa,1,Osasco,09955574,7,3100
Rafael,da Cruz,17/04/1968,56,Masculino,Ciências Contábeis,Rua,Lago Freitas,59,Guarulhos,21083949,10,2900
Juliana,da Rosa,16/08/1992,31,Feminino,Ciências Contábeis,Estrada,Aeroporto Gomes,96,Santo André,86723586,2,3900
Beatriz,Lima,11/01/1994,30,Feminino,Ciência da Computação,Avenida,Praça de Guerra,6,Osasco,85893920,9,3500
Mateus,Garcia,03/04/1965,59,Masculino,Relações Internacionais,Avenida,Recanto Théo Machado,9,Osasco,25249651,2,3100
Luciana,Camargo,21/04/1975,49,Feminino,Administração,Alameda,Trevo Peixoto,738,Ribeirão Preto,45210114,1,3800
Beatriz,Abreu,24/10/1991,32,Feminino,Ciências Contábeis,Viela,Recanto Antônio Monteiro,884,São José dos Campos,41014500,5,3900
